Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
53,2007-12-20,42.71316909790039,44.06607634959723,42.519896009224134,43.71174308186359,17105204
54,2007-12-24,44.01776123046875,44.71031915903163,43.00307855967319,43.35741184399567,16711519
55,2007-12-26,45.35455322265625,45.90215952401642,44.259344988972444,44.259344988972444,20930094
56,2007-12-27,45.67667770385742,46.932946214697495,45.29013153019728,46.28870550462187,44565277
57,2007-12-28,46.031002044677734,46.22427509404007,45.096849700932474,45.58003013982026,18354518
58,2007-12-31,46.36922073364258,46.643023821487645,45.8055102929762,46.38532936765437,11982308
59,2008-01-01,47.22285461425781,47.657717976149854,46.17596343923924,46.61082680113128,16687746
60,2008-01-02,46.96514129638672,47.57716886483001,46.272583669752585,47.22283573498328,13437280
61,2008-01-03,48.89787292480469,49.09114597871197,46.11153320216966,46.67524372746145,31815218
62,2008-01-04,48.64017868041992,50.250780189469964,48.31805837860991,49.606539585849944,28011310
63,2008-01-07,48.23754119873047,49.348853915645826,47.7221477042446,48.334175567492714,15858063
64,2008-01-08,46.59471893310547,48.96230428146207,46.03100834392708,48.28585070064066,13282666
65,2008-01-09,45.85383987426758,46.85241379909985,45.74109688179613,46.643036452531,13113527
66,2008-01-10,44.75863265991211,47.35170407228419,44.45261658293062,46.063222685476745,18023003
67,2008-01-11,45.43509292602539,45.869956331664234,43.647322118185116,45.370667099620576,11629440
68,2008-01-14,46.12764358520508,46.61082409951565,44.79084503608649,45.51561580755236,10264240
69,2008-01-15,44.72642517089844,47.06179796746212,44.35598760111304,46.868529231252246,11558334
70,2008-01-16,43.80837631225586,44.77473736168635,42.697063726832916,44.40429983321203,14834065
71,2008-01-17,44.984127044677734,45.982701179604156,43.035295962039235,43.969444267988095,16169395
72,2008-01-18,42.89033889770508,44.662000907875615,42.51989698216703,44.61367935782312,13254156
73,2008-01-21,35.59429931640625,42.51988526603695,31.004083188528437,42.51988526603695,33202389
74,2008-01-22,32.018768310546875,33.822643012313684,25.431405887615878,32.08319193892749,58755707
75,2008-01-23,35.59429931640625,36.96331049249604,32.53415668749967,32.53415668749967,28425991
76,2008-01-24,35.674835205078125,38.20348066367992,33.98370347639391,37.5109228295499,29911930
77,2008-01-25,37.510929107666016,37.68809357080323,35.99696155907823,37.36597318761752,12550722
78,2008-01-28,37.913570404052734,38.20347780489739,33.98370093337908,36.99552666051445,13601109
79,2008-01-29,37.285430908203125,38.5578077536319,36.721720421829644,38.010201533540446,7679877
80,2008-01-30,35.22386932373047,37.52702891576421,34.75679307605007,37.36596874332777,9016102
81,2008-01-31,32.92070770263672,35.69094355543248,32.5341637238676,35.5943070146106,41538563
82,2008-02-01,34.06423568725586,34.305825949306794,33.17840472640242,33.484418621429924,9089201
83,2008-02-04,35.81978988647461,36.23854676277483,34.70847515728744,34.70847515728744,12009385
84,2008-02-05,36.93110656738281,37.41428709991377,35.11112743532358,35.884215413565734,14593303
85,2008-02-06,36.60898971557617,37.04385311027468,34.56352657617025,35.916431759816426,12429218
86,2008-02-07,34.88563919067383,37.34986090415561,34.66015540771608,36.10969682111071,11300078
87,2008-02-08,33.983707427978516,35.40103616777848,33.35557096524222,35.111128711529844,13514197
88,2008-02-11,31.583900451660156,34.46687870593198,31.24567372067943,34.46687870593198,15133331
89,2008-02-12,31.020198822021484,32.74354368647125,30.762502087451622,32.53416631842494,10237627
90,2008-02-13,30.56922149658203,31.970443360798395,29.94108740679415,31.567793023175664,10395753
91,2008-02-14,33.242828369140625,33.581055173014946,31.24568045465168,31.24568045465168,12514003
92,2008-02-15,34.19308853149414,34.466891746961025,32.22815320577818,33.11398431114674,12080990
93,2008-02-18,33.99980163574219,34.96616463443209,33.70989426529775,34.96616463443209,6977153
94,2008-02-19,33.629371643066406,34.69236921090917,33.37167493199568,34.61183912523197,7226542
95,2008-02-20,32.7918586730957,33.32335856215992,32.42142114380846,33.30725210773038,5604999
96,2008-02-21,33.01734161376953,33.58105217506191,32.6146912128464,33.32335548156746,3874365
97,2008-02-22,32.59858703613281,32.80796438542552,31.583906644244575,31.922133441540655,2691220
98,2008-02-25,32.87238693237305,33.27503734812409,32.08319255440468,32.985129922590666,6270186
99,2008-02-26,33.0012321472168,33.46830613273164,32.84017200155527,33.178398744348094,7139423
100,2008-02-27,34.9339599609375,36.65730250803886,33.48441839829154,33.48441839829154,43223132
101,2008-02-28,35.91642379760742,36.190226938684695,34.78900269708391,35.272183168736845,35763847
102,2008-02-29,35.40103530883789,36.39960929527651,34.821220410408756,35.69094494257096,16477462
103,2008-03-03,33.91927719116211,35.0467005124559,33.53273323831415,33.85485356310716,10049153
104,2008-03-04,33.0495491027832,34.27360663877651,32.212037661485276,34.144759396890066,11485198
105,2008-03-05,33.66157913208008,33.82263927750595,32.24424854162155,33.21060941417681,8581053
106,2008-03-07,31.938232421875,33.178396326915646,30.60143199957492,33.178396326915646,14251925
107,2008-03-10,31.82492446899414,32.05155111238037,29.995721038445524,31.98680095649722,11713659
108,2008-03-11,34.447322845458984,34.77107580543393,30.821290132857676,31.565920184327823,19665129
109,2008-03-12,33.57319259643555,35.612836823356034,33.24943961424469,35.38621017494052,12262350
110,2008-03-13,28.959707260131836,33.02280938015717,28.166512979008687,32.69905643311995,47000084
111,2008-03-14,30.95079231262207,31.080292626216927,29.170150924945492,29.76909261980973,35798540
112,2008-03-17,29.736722946166992,30.36804090866299,29.105404983670994,30.36804090866299,19211273
113,2008-03-18,29.995723724365234,30.578479570676336,29.202527108102313,29.68815661409647,12632937
114,2008-03-19,30.173782348632812,33.605562194981914,29.979529706413555,31.40404176405429,16449023
115,2008-03-24,30.465158462524414,31.306916966621742,29.801464510708076,31.306916966621742,11636914
116,2008-03-25,31.61448097229004,31.808731409579128,30.69178425949926,31.258351877208327,13232423
117,2008-03-26,31.42023468017578,32.18105508430144,31.080293601830476,31.404046591570676,11448313
118,2008-03-27,31.986801147460938,32.294368232025285,30.950792060374262,30.950792060374262,17425122
119,2008-03-28,32.05155944824219,32.2943764382382,31.209802811659177,32.132497713043875,11599511
120,2008-03-31,31.82492446899414,32.19724170760545,31.404045162368067,32.05155111238037,9914705
121,2008-04-01,31.889667510986328,32.34292289223775,31.484976382506417,32.05154396237829,6034588
122,2008-04-02,32.407691955566406,33.34657723918099,32.05156267633481,32.05156267633481,6087024
123,2008-04-03,32.148685455322266,32.63431503884842,31.8896825716568,32.48862660290876,3883474
124,2008-04-04,31.986801147460938,32.359118388295,31.37167136951302,32.359118388295,5906537
125,2008-04-07,31.8572998046875,32.18105277115663,31.484982575893806,32.035364375363585,4088729
126,2008-04-08,31.047916412353516,31.873486890011538,30.82128978206844,31.808734542281297,5753811
127,2008-04-09,31.12885284423828,31.40404152375469,30.77272373475808,31.145040930231044,3776374
128,2008-04-10,31.743986129760742,31.97061277246531,30.96697987031926,31.080292093876356,7075297
129,2008-04-11,31.889667510986328,32.21342041377025,31.565914608202398,32.05154396237829,4012660
130,2008-04-15,32.375301361083984,32.5371778239776,31.14503980397447,31.695419338694766,6362785
131,2008-04-16,31.938232421875,32.925679234831215,31.808729940738974,32.69905263733059,4725794
132,2008-04-17,33.16850662231445,33.92932493361605,32.067744991159735,32.423874206213775,14831167
133,2008-04-21,33.70269775390625,34.28545364470563,33.34657073967772,33.67032376838952,7639361
134,2008-04-22,34.2530632019043,34.641568431072,33.346556855419195,33.6703097493324,8814769
135,2008-04-23,34.285438537597656,34.69012964516936,33.83218537535326,34.31781470443931,5265604
136,2008-04-24,33.07138442993164,34.706337893575636,32.780007541420886,34.64158771786114,8801780
137,2008-04-25,33.3465576171875,33.815998884967584,32.893302238000956,33.67031051849651,4095990
138,2008-04-28,33.476070404052734,34.123576448538735,33.34657007339182,33.378944058261695,4708244
139,2008-04-29,33.94550323486328,34.26925617496683,33.50843808307758,33.67031455312935,6497143
140,2008-04-30,34.1721305847168,34.60919794144097,33.994068220323435,34.28544499441275,6331377
141,2008-05-02,34.479698181152344,35.450957037456334,34.4149458342599,34.69013672178212,5658418
142,2008-05-05,34.317813873291016,35.12719606883187,34.0911851020678,34.93294346366618,7642293
143,2008-05-06,34.02644348144531,34.7063255740917,33.83219302325368,34.042631568525515,5061166
144,2008-05-07,33.540809631347656,34.220691634577065,33.02280628204,33.99406503203059,4303106
145,2008-05-08,33.13612747192383,33.476068565729406,32.941876986599624,33.28181588481462,3642073
146,2008-05-09,32.94187927246094,33.79982391558838,32.44006164160174,32.69906450226365,8621761
147,2008-05-12,32.94187927246094,33.184694042658215,32.21343276627835,32.94187927246094,4890395
148,2008-05-13,33.038997650146484,33.281812377909276,32.76380894270286,33.08756191305325,5056766
149,2008-05-14,33.08755874633789,33.265623302106626,32.37530271885308,32.37530271885308,2982486
150,2008-05-15,33.10374069213867,33.47605562511302,32.375296713683866,32.375296713683866,2646760
151,2008-05-16,33.362754821777344,33.45988116423139,32.95806355787769,33.34656892769386,4422288
152,2008-05-20,33.297996520996094,33.42749901114933,32.95805550328022,33.022807846151885,3464912
153,2008-05-21,33.50843811035156,33.994067520902156,32.537179289250375,32.537179289250375,3419088
154,2008-05-22,33.05517578125,33.217052217666485,32.69904893848756,32.69904893848756,3558000
155,2008-05-23,32.50480651855469,33.31418895417295,32.37530620709191,32.86093566846287,4417028
156,2008-05-26,32.261993408203125,32.45624608074385,30.756540684988728,30.756540684988728,2605807
157,2008-05-27,31.290739059448242,32.6666894723827,31.145050631314522,32.310560251975105,3316550
158,2008-05-28,32.44005584716797,32.634306311274386,30.853664981218643,31.40404458957235,4505700
159,2008-05-29,32.97425842285156,33.34657577949456,32.019187282925756,32.78000789362098,11026212
160,2008-05-30,31.92205047607422,33.18468838311566,31.79255016562449,33.05518587707558,4023430
161,2008-06-02,30.56229019165039,32.37530781575669,30.109034687828572,31.72779963949831,4431595
162,2008-06-03,29.42915153503418,30.432784378910164,29.153960644847885,30.109031423674637,6240766
163,2008-06-04,28.52263832092285,29.607209232482905,28.344573784520485,29.299644412655123,5762089
164,2008-06-05,28.47408103942871,28.684521796005875,27.519010177458252,28.49026912771779,9721099
165,2008-06-06,28.166513442993164,29.34821303649916,27.761822252530195,28.32838991917835,6317089
166,2008-06-09,27.778011322021484,28.45789342428882,26.547749620370748,27.8427614756683,6500809
167,2008-06-10,27.583759307861328,27.810388144288375,26.952441452819702,27.519009152706612,6717902
168,2008-06-11,27.713268280029297,28.166521667459172,27.519015573650286,27.84276862055473,2586175
169,2008-06-12,27.907514572143555,28.069391071125516,26.54775241981319,27.357134914722995,3244212
170,2008-06-13,27.729446411132812,28.134137574399137,27.438067456227014,27.858946705142007,4248430
171,2008-06-16,28.700712203979492,29.137777449567054,27.875141590415506,27.97226793240961,4354615
172,2008-06-17,29.558650970458984,29.785277593347512,28.198889037537636,29.10539772468193,4736084
173,2008-06-18,29.526269912719727,30.173777892631215,29.46151977340552,29.46151977340552,5055019
174,2008-06-19,28.894954681396484,29.461522291095044,28.42551338676425,28.94351893672465,4221271
175,2008-06-20,28.23126983642578,29.251093179234697,27.85895473711519,29.13777874261458,3837789
176,2008-06-23,27.24381446838379,28.101761040801414,26.968625798264586,28.004634723751675,4516050
177,2008-06-24,26.40205955505371,27.648509265138777,26.126868674980855,27.24381589037686,5238203
178,2008-06-25,25.67361831665039,26.20780985493069,25.090862514059797,25.90024496332717,3933879
179,2008-06-26,27.130508422851562,28.29602010095726,25.819308333880286,25.819308333880286,18253250
180,2008-06-27,25.932615280151367,26.806749958333622,25.78692689898436,26.223994238075488,6821283
181,2008-06-30,25.41461944580078,26.159251854036963,24.68617512818531,25.916437081498476,4596315
182,2008-07-01,23.617786407470703,25.41461591364824,22.711277610196493,25.41461591364824,6202295
183,2008-07-02,24.653783798217773,24.912786502230578,22.87314322706519,23.633963258429784,5245963
184,2008-07-03,24.006290435791016,24.65379642978308,23.310222370485764,24.44335785997187,4726793
185,2008-07-04,24.330041885375977,24.799483262045246,23.472097376138695,23.633973864341232,4862814
186,2008-07-07,24.86423683166504,25.867872074539765,24.65379824634809,24.65379824634809,5528014
187,2008-07-08,25.592681884765625,26.223999800800044,22.986467578786225,22.986467578786225,8354280
188,2008-07-09,27.373323440551758,27.486635674293,25.93262082014973,25.93262082014973,6860769
189,2008-07-10,28.571205139160156,28.911146184283975,26.612499303532694,27.373319633305513,7216175
190,2008-07-11,27.211444854736328,29.202524793245072,27.00100410146596,28.84639783443356,6040791
191,2008-07-14,27.227628707885742,28.198889765728147,26.54774882166336,26.54774882166336,5942149
192,2008-07-15,26.094499588012695,26.839131999001424,25.90024908661831,26.547755149114458,3693378
193,2008-07-16,25.382247924804688,26.547759925216706,24.94518037575239,26.094504282571517,6973872
194,2008-07-17,26.677249908447266,26.87150256483809,25.900243674064576,25.900243674064576,5038238
195,2008-07-18,28.166513442993164,28.39314007053438,26.369684118219546,27.162878412408915,5983177
196,2008-07-21,29.75290298461914,29.930967540105744,28.18270035295111,28.652141675168416,8754188
197,2008-07-22,30.96697998046875,31.24216869202087,29.493903504263773,29.752906323528997,12631056
198,2008-07-23,33.15230941772461,33.79981530666211,31.760171317390952,32.34292705655274,12798869
199,2008-07-24,31.986801147460938,33.76744252062535,29.995721217522338,29.995721217522338,10764301
200,2008-07-25,32.05155944824219,33.08757099417658,30.83748547621683,31.646868124233734,10710381
201,2008-07-28,31.79254722595215,32.68286781584472,31.436418111759053,32.051547822903316,5533881
202,2008-07-29,30.51372718811035,31.565924450225477,30.270912435314553,31.08029494463388,5145929
203,2008-07-30,31.79254722595215,32.051547822903316,30.788912228200815,30.788912228200815,7354746
204,2008-07-31,30.675600051879883,32.34292914068854,30.270908845216173,32.34292914068854,6006517
205,2008-08-01,31.5659236907959,31.6954262065257,29.137776221255567,30.18997345805638,4699412
206,2008-08-04,31.760175704956055,32.34293152462366,30.934605143392815,30.934605143392815,4301346
207,2008-08-05,33.1846923828125,33.42750714086458,31.56592513354139,31.88967814427749,9161115
208,2008-08-06,32.342933654785156,34.36638997051707,32.116306986541304,34.36638997051707,8616591
209,2008-08-07,32.261993408203125,32.990437636845115,31.25835825939353,31.25835825939353,4809365
210,2008-08-08,31.71161460876465,32.504809017533475,31.598300180830297,31.88967700181785,4883824
211,2008-08-11,32.00299835205078,32.472439863223016,31.760183550176418,32.11631280449523,2714705
212,2008-08-12,31.452606201171875,32.37530296357247,31.209791494812784,32.21342429707626,5801276
213,2008-08-13,31.582117080688477,31.88968203933614,30.837484625926685,31.08029941363656,2754609
214,2008-08-14,30.821290969848633,31.727797525923577,30.75653861962299,31.404044557156716,2566362
215,2008-08-18,30.465158462524414,31.404041090056737,30.17378170103924,30.756535224009593,2963058
216,2008-08-19,29.89859390258789,30.59466190189154,29.28346194926831,30.416599526900132,2941144
217,2008-08-20,30.23853302001953,30.481347729194276,30.02809228804731,30.109030524438893,3319410
218,2008-08-21,29.914779663085938,30.416597160931136,29.55865054962415,30.10903011040043,4138486
219,2008-08-22,29.607210159301758,30.95078607095149,28.84639212807862,30.95078607095149,4139879
220,2008-08-25,29.93097686767578,30.335668167357102,29.720536074487,30.335668167357102,2034227
221,2008-08-26,29.979536056518555,30.076662398200963,29.429156381105706,29.62340686887992,1489491
222,2008-08-27,29.380586624145508,30.35184546835625,29.218710150110383,30.141406930346665,4297168
223,2008-08-28,28.943527221679688,29.78528373682686,28.571209939949618,29.461530724326263,7382078
224,2008-08-29,30.141403198242188,30.254717594272282,29.332020928284177,29.461521213241486,2219080
225,2008-09-01,30.125099182128906,30.255580556732983,29.52161784708188,30.076167007484653,3417069
226,2008-09-02,31.707202911376953,31.83768430840062,30.076172175237005,30.337137181508357,5030404
227,2008-09-04,31.038467407226562,31.609327144753006,30.77750251334129,31.348362250867734,2813325
228,2008-09-05,30.35344123840332,30.6959575955955,30.010924881211142,30.663336147396805,3330688
229,2008-09-08,31.95184898376465,33.24036074428469,31.64195187403234,31.968157495036074,8377948
230,2008-09-09,32.06602478027344,32.326989761486516,31.33206201498754,31.95185412189658,3737279
231,2008-09-10,31.788742065429688,32.32698038564376,31.478844995743177,31.902912690693466,3847698
232,2008-09-11,30.94061279296875,31.641954041274126,30.69595856045893,31.641954041274126,2567354
233,2008-09-12,31.250520706176758,32.098656616435576,30.744901306300324,31.152658530035428,6093354
234,2008-09-15,29.276958465576172,30.581780831209887,28.39620381121807,30.108783166112318,6770268
235,2008-09-16,29.847814559936523,30.10877944324029,27.727478477955767,28.13523541679822,4654621
236,2008-09-17,29.08123779296875,30.27188737219294,28.706100018037326,30.27188737219294,4674190
237,2008-09-18,29.016002655029297,29.586862619126023,26.928287099793696,28.706107688393004,6603710
238,2008-09-19,30.777507781982422,30.940610592053552,29.35851244947419,29.701028793068257,9821730
239,2008-09-22,30.108789443969727,32.946780450739254,29.864135199401577,31.641955600818736,4162514
240,2008-09-23,29.749950408935547,30.41867218515378,29.19540145264097,29.749950408935547,6569683
241,2008-09-24,30.43499183654785,30.761197460957632,29.456374963318503,29.847821270165547,5730103
242,2008-09-25,29.488998413085938,30.647028900820896,28.78765494564641,30.51654531486247,10926783
243,2008-09-26,29.016002655029297,29.65210552765909,28.510385599465636,29.65210552765909,4967945
244,2008-09-29,27.939523696899414,29.847825545717253,27.4012830121889,29.847825545717253,7859964
245,2008-09-30,27.98845672607422,29.03231454552059,26.42266889079264,26.42266889079264,6616439
246,2008-10-01,28.918142318725586,29.195415827279696,27.7764201940198,28.34728236248465,3743739
247,2008-10-03,29.32590675354004,29.684731774019433,28.543011576429198,29.06494169450309,4681406
248,2008-10-06,28.72241973876953,29.35852042848057,28.135249020488555,28.99969547613734,5560277
249,2008-10-07,29.668407440185547,30.30451017125756,28.70610130016095,28.70610130016095,9928258
250,2008-10-08,29.440067291259766,29.684721534926705,27.433901165856618,28.6734853217709,9985473
251,2008-10-10,29.260648727416992,29.929370654733933,27.091382356501143,29.325891617670997,9025179
252,2008-10-13,29.847814559936523,30.076158003243705,29.21171417778689,29.40743839332046,6805621
253,2008-10-14,29.13016700744629,30.956919242824497,28.901823531079838,30.010921680415915,5099383
254,2008-10-15,28.885517120361328,29.505306964758912,28.575622198162538,28.967068532109625,5495022
255,2008-10-16,27.77641487121582,28.47775829610464,27.23817647193531,28.47775829610464,6651066
256,2008-10-17,25.688701629638672,28.54300107330175,25.313563803994473,28.34727901021333,5586092
257,2008-10-20,25.982282638549805,27.009831639371875,25.166768611971996,25.786560599505158,7922965
258,2008-10-21,26.19431495666504,27.564377939945363,25.444041685847218,26.24324490840881,8047276
259,2008-10-22,24.759010314941406,26.1290733661104,24.514356119653254,25.933351337213836,5408099
260,2008-10-23,23.552051544189453,24.36756557985302,23.19322448360812,24.139222092311904,6641370
261,2008-10-24,20.502029418945312,23.1606044528039,20.22475374498402,22.83439881860169,9905588
262,2008-10-27,18.919931411743164,20.224753962591166,16.962697585471158,20.126891828832854,12878172
263,2008-10-29,21.415409088134766,22.76916180333452,19.57234563055835,21.529579751169404,13094201
264,2008-10-31,22.78547477722168,23.486818400274835,21.660065489327216,22.540820488017488,8097887
265,2008-11-03,23.48680877685547,24.106598503998867,22.671292601431364,24.073977060581548,4951148
266,2008-11-04,24.514358520507812,24.710082780796224,23.046433205015195,23.160603846663864,4515828
267,2008-11-05,23.617294311523438,25.7050117546359,23.160605083862773,25.7050117546359,6145587
268,2008-11-06,22.83440589904785,24.38388535419132,22.361408025233136,23.16061163439927,4896229
269,2008-11-07,24.612218856811523,25.346181461063594,22.508190954843585,22.67129375578849,8250147
270,2008-11-10,25.166776657104492,25.73763665819734,24.61222738420197,25.378809486906484,3775177
271,2008-11-11,24.873184204101562,25.91704170547041,24.302324391078546,25.28094121340372,8900004
272,2008-11-12,23.829320907592773,25.41141875069424,23.53573678992713,25.41141875069424,5705390
273,2008-11-14,23.747777938842773,24.791637865630634,23.454193717073572,23.617296554106197,4038880
274,2008-11-17,24.726398468017578,25.541914981070345,22.50819912731884,25.541914981070345,5361538
275,2008-11-18,23.388952255249023,24.661153457360758,22.932262999247676,24.661153457360758,6392448
276,2008-11-19,22.818086624145508,24.220771067285764,22.52450027341019,23.486808508782243,5606729
277,2008-11-20,22.57343292236328,22.99749841770868,21.61112466634181,22.834395623430225,5080395
278,2008-11-21,24.008743286132812,24.759016790352444,21.85578491962845,22.42664485793541,8350092
279,2008-11-24,24.612218856811523,25.00366513663463,23.38894784972473,24.726389490138963,5420119
280,2008-11-25,24.008743286132812,25.16677388914313,23.813021206047587,24.87318966290337,5453771
281,2008-11-26,24.546985626220703,24.922121297317567,23.568368523647333,24.269709895601984,5246053
282,2008-11-27,24.546985626220703,24.546985626220703,24.546985626220703,24.546985626220703,0
283,2008-11-28,24.155540466308594,24.628540569905084,23.193233953746372,23.81302620125501,8464961
284,2008-12-01,23.959810256958008,25.574527719353643,23.86194812331085,24.628532255952763,5733003
285,2008-12-02,23.747777938842773,24.00874292053974,22.997504446047934,23.780399391138825,5879324
286,2008-12-03,24.465425491333008,24.77532035438077,23.24215454859984,23.976117114239738,6430656
287,2008-12-04,25.6397647857666,25.770248349621827,21.692676246108693,21.692676246108693,4648185
288,2008-12-05,25.329879760742188,26.55315120354448,24.481744008842952,24.481744008842952,5338962
289,2008-12-08,25.395112991333008,26.226937770182214,24.302325484567028,26.014905000693975,11709287
290,2008-12-10,24.987363815307617,26.58577319328508,24.628538845558996,26.58577319328508,11172070
291,2008-12-11,24.710081100463867,25.427732985680542,24.31863260650629,25.427732985680542,9867592
292,2008-12-12,23.94350242614746,24.220778136285094,23.421572458437975,24.106605264528696,9847702
293,2008-12-15,24.334943771362305,24.873184354223717,24.139221733050007,24.759011506040682,5741641
294,2008-12-16,25.264631271362305,25.57452616556423,23.16060326856185,24.46542795087626,9183505
295,2008-12-17,25.232013702392578,25.933357215183452,24.56329164125663,25.933357215183452,8720755
296,2008-12-18,25.982282638549805,26.259558292475614,24.66114947304908,24.66114947304908,12640018
297,2008-12-19,27.238183975219727,27.564389691849037,25.94967183697877,26.74887540027576,10050607
298,2008-12-22,27.254493713378906,27.48283726427921,26.30849584218621,26.30849584218621,6524631
299,2008-12-23,26.69993019104004,27.515444084800112,26.504208183871434,27.075067909503485,5151765
300,2008-12-24,26.243247985839844,27.058762025355517,22.018883491369937,22.018883491369937,13318746
301,2008-12-26,26.292186737060547,27.67856106792681,25.60715604208465,27.67856106792681,5480531
302,2008-12-29,26.846721649169922,27.05875435444529,25.770242979736445,26.585756788061385,3418418
303,2008-12-30,26.79780387878418,27.23818245657033,25.8028760560916,26.781493151417287,4868199
304,2008-12-31,27.124006271362305,27.531763344717398,26.520527130130993,27.531763344717398,4396180
305,2009-01-02,27.51544952392578,27.972138722041425,26.99352185608092,27.972138722041425,3976548
306,2009-01-05,26.895660400390625,27.972139422342227,26.553144046284636,27.972139422342227,4505326
